Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Developers
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.09,0.24,0,0.12,0.46,67,28,7.9,30,T,[Buzz Monkey]
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0,0.04,0.45,71,6,7,58,E10+,[Ubisoft]
Enter the Matrix,GC,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45,63,23,8,45,T,[Shiny Entertainment]
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0,0.04,0.45,70,4,8.7,11,E10+,[TT Games]
PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,0.45,75,15,7.5,221,T,[Bluepoint Games]
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,0.22,0.17,0,0.06,0.45,46,5,6.8,5,E,[VIS Entertainment]
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,83,32,7.5,23,T,[Treasure]
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45,66,22,6.9,15,E,[EA Tiburon]
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.13,0.27,0,0.05,0.45,70,12,7.2,20,T,[Crystal Dynamics]
Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0,0.06,0.45,75,37,8.4,52,M,[Midway Studios - Austin]
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45,75,21,8.3,23,E,[EA Sports]
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45,79,15,6.7,6,T,[BudCat]
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,0.34,0.1,0,0.02,0.45,76,30,8.7,30,T,[Vicarious Visions]
Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,65,28,6.8,10,T,[Omega Force]
Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0,0,0.03,0.45,68,7,7,4,E,[Ubisoft]
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45,69,54,7.3,26,T,[Nerve Software]
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45,69,27,6.8,24,E,[Visual Concepts]
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76,23,8.2,27,E10+,[Criterion Games]
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.39,0.02,0,0.03,0.45,69,16,5.8,22,E10+,[Radical Entertainment]
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71,52,7.3,58,M,[Volition Inc.]
Tekken Advance,GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45,82,14,8.2,13,T,[Eighting/Raizing]
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,0.45,86,52,8.4,116,M,[Atlus Co.]
Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,53,17,7.2,17,T,[Eurocom Entertainment Software]
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0,0.05,0.45,77,42,7.2,30,E,[SEGA Racing Studio]
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.45,72,17,8.6,13,T,[Omega Force]
LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,0.32,0.09,0,0.04,0.45,80,8,7.5,6,E,[Backbone Entertainment]
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0,0.02,0.45,56,48,6.9,47,T,[Studio Gigante]
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45,83,17,6.7,7,E,[EA Canada]
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74,48,7.1,103,M,[Day 1 Studios]
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0,0.01,0.45,79,47,9.1,81,T,[Yuke's]
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45,80,40,7.7,37,E,[EA Canada]
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.45,38,42,5,46,T,[EA Bright Light]
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85,61,7.6,478,E,[Konami]
Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0,0.06,0.45,73,22,7.7,6,T,[Electronic Arts]
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45,79,62,8.2,113,T,[Team Ninja]
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0,0.03,0.45,81,23,8.2,1647,M,[MachineGames]
Deadpool,PS3,2013,Action,Activision,0.23,0.14,0,0.08,0.45,61,27,7.2,221,M,[High Moon Studios]
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0,0.03,0.45,77,18,4.7,3288,M,[Ubisoft Montreal]
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45,84,38,8.6,14,E,[Camelot Software Planning]
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45,50,12,4.6,18,E,[EA Canada]
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75,71,7,139,M,[Day 1 Studios]
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.42,0,0,0.03,0.45,78,13,8,4,E,[Wideload Games Inc.]
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.23,0,0.08,0.44,70,46,7.4,162,M,[Relic]
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.37,0.01,0,0.06,0.44,70,19,5.2,27,E,[Kush Games]
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,89,19,7.9,9,E,[KCET]
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,47,25,7.8,12,T,[KCE Studios]
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,78,27,7.4,41,M,[Computer Artworks]
Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0,0.06,0.44,64,41,8.5,19,T,[Saffire]
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58,58,5.3,133,E,"[Nintendo, Camelot Software Planning]"
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,E,[Sega]
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,84,50,8.7,199,T,[Raven Software]
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74,35,7.2,47,T,"[CyberConnect2, Racjin]"
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07,0.44,78,46,5.6,32,E10+,[Toys for Bob]
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,0.44,80,26,8.1,25,E10+,"[Team 17, Two Tribes]"
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0,0.06,0.44,56,33,7.4,21,M,[Point of View]
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,80,26,7.7,21,E10+,[Firaxis Games]
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44,88,14,8.5,11,E,[EA Sports]
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44,80,42,8.5,65,T,[Digital Illusions]
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0,0.02,0.44,50,14,5.9,21,M,[Genuine Games]
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,73,36,6.6,17,T,[Neversoft Entertainment]
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,27,8.6,15,E10+,[Traveller's Tales]
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.23,0,0.05,0.44,68,67,8,88,M,[Creative Assembly]
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0,0.31,0.01,0.44,83,41,7.6,45,E,"[Square Enix, TOSE]"
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.44,66,5,8.2,5,E10+,[Konami]
G-Force,Wii,2009,Action,Disney Interactive Studios,0.19,0.2,0,0.05,0.44,69,6,8,6,E10+,[Eurocom Entertainment Software]
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,T,[High Moon Studios]
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74,51,8,20,T,[Slant Six]
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,18,9.3,12,E,[Rainbow Studios]
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44,71,30,7.2,44,E,[Treasure]
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86,65,5.1,1438,M,[Ninja Theory]
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,57,9,4.1,89,E,[Electronic Arts]
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,22,6.6,36,E10+,[Etranges Libellules]
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55,26,7.2,22,T,[Omega Force]
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.14,0,0.04,0.44,65,5,4,6,E10+,[Papaya Studios]
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44,88,18,9,65,T,[Free Radical Design]
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44,92,41,8.7,173,M,[Silicon Knights]
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44,53,8,6.8,5,E,[Red Fly Studio]
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,8.7,33,T,[CyberConnect2]
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196,M,[Starbreeze]
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,70,14,2.8,40,E10+,[Frontier Developments]
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,84,81,7.7,95,E10+,[Q Entertainment]
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,7.5,96,T,[Beenox]
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,73,15,8.6,5,E,[Point of View]
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,T,[Tri-Crescendo]
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,78,22,5.2,5,T,[Secret Level]
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58,9,8.6,18,E,[Nintendo]
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.43,60,4,6,8,E,[Blue Tongue Entertainment]
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43,73,36,8.6,53,M,[SCEE]
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,5,152,M,[Team Ninja]
Band Hero,DS,2009,Misc,Activision,0.2,0.19,0,0.04,0.43,65,18,7,4,E10+,[Vicarious Visions]
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43,72,8,8.2,13,E,[Pocketeers]
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43,88,22,8.5,11,E,[EA Sports Big]
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,33,6.8,28,E,[Hudson Soft]
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0,0.04,0.43,80,11,7.8,119,M,[Gearbox Software]
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,0.43,68,36,8.4,17,T,[Traveller's Tales]
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.18,0,0.07,0.43,43,22,5.3,16,T,"[LucasArts, Krome Studios]"
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43,88,13,8.8,19,E,[EA Sports]
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.43,51,7,3.6,16,E,[Argonaut Games]
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,7.5,100,T,[CyberConnect2]
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,5.5,49,T,[Artificial Mind and Movement]
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43,76,5,8.1,8,E,[989 Sports]
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.43,62,49,7.4,368,M,[High Moon Studios]
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0,0.04,0.43,74,25,7.1,36,E10+,[TT Games]
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,81,26,6.8,79,E,[SCEA San Diego Studios]
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77,32,8.4,93,M,"[Capcom, Pipeworks Software, Inc.]"
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,7,148,T,"[Idea Factory, Compile Heart]"
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,8,40,T,[Free Radical Design]
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,8.1,28,T,[Kamui]
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,17,8.6,18,E,[Inti]
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,0.43,74,12,6.2,181,M,[Overkill Software]
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43,64,9,8.7,6,E10+,[War Drum Studios]
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,0.43,68,27,8.8,16,M,[High Voltage Software]
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43,71,38,7.8,5,E,[Harmonix Music Systems]
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43,74,22,8.2,33,T,[Sony Online Entertainment]
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53,E10+,[Capcom]
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47,14,6,24,E10+,[TOYBOX]
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0,0.06,0.43,77,5,7.1,29,E10+,[Ubisoft]
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,12,8.8,23,T,[Sunrise Interactive]
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57,27,6.8,11,T,[Square Enix]
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89,52,8.5,171,T,[Konami]
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0,0.05,0.43,87,30,7.6,2202,M,[Rockstar Studios]
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25,T,[Alfa System]
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,6.9,117,M,[Obsidian Entertainment]
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0,0.04,0.43,90,35,8.2,217,E10+,[Ubisoft Montpellier]
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43,92,13,8.5,17,E,[EA Sports]
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43,53,10,5.2,6,E,[Zoe Mode]
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,28,7.6,95,E,[Microsoft Game Studios]
SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0,0.05,0.43,46,18,6.7,6,T,[Sega]
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0,0.03,0.43,70,13,6.6,16,E10+,[Radical Entertainment]
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42,56,23,6.5,13,E10+,[Aspect]
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42,88,15,8.6,7,E,[EA Sports]
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,38,4.4,40,M,[EA Chicago]
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0,0.03,0.42,74,29,4.4,93,E,[EA Canada]
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,5.4,28,E10+,[Krome Studios]
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109,T,[Gust]
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,10,8.9,24,E,[Capcom]
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.42,65,24,8.2,6,T,[Juice Games]
25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42,39,23,4.9,46,M,"[Ritual Entertainment, Avalanche Software]"
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,81,28,5.8,18,E10+,[2K Sports]
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42,68,24,6.4,13,T,[EA LA]
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42,84,17,6.9,20,T,[Edge of Reality]
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,64,19,3.1,157,T,[Frontier Developments]
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42,76,26,7.7,15,T,[Neversoft Entertainment]
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,7.8,12,E,[Psygnosis]
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,78,19,7.5,11,E,[Acclaim Studios Austin]
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,69,8,6.9,10,E,[Black Box]
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,6.8,106,T,[Armature Studio]
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73,27,8,42,M,[High Voltage Software]
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70,19,6.7,11,E,[Electronic Arts]
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,88,32,8.5,14,E,[Kush Games]
Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,0.42,55,5,7.7,9,E,[Climax Group]
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42,64,22,7.2,9,E,[Atari]
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,7.2,244,E10+,[RedLynx]
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,47,4,7.5,13,T,[Creat Studios]
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.42,70,12,8.1,9,E,[Electronic Arts]
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42,71,56,5.9,18,T,[Beenox]
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,8,4,E,[Griptonite Games]
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42,71,16,8.7,10,T,[Pitbull Syndicate]
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,61,5,7,11,T,[Eurocom Entertainment Software]
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,84,41,8.2,25,T,[EA Redwood Shores]
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42,80,18,7.6,13,E,[EA Canada]
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42,84,12,7.3,7,E,[SCEA San Diego Studios]
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,78,16,7.1,7,E,[Konami Computer Entertainment Hawaii]
Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,81,32,8.8,17,E,[Atomic Planet Entertainment]
Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.38,0,0,0.03,0.42,45,12,5.8,8,E,[TOSE]
How to Train Your Dragon,Wii,2010,Action,Activision,0.23,0.15,0,0.04,0.42,59,11,7,4,E10+,[Etranges Libellules]
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.14,0.27,0.01,0.42,76,39,8.2,54,E10+,[Marvelous AQL]
Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42,69,20,6.3,13,E10+,[Electronic Arts]
Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,1.7,30,E10+,[Frontier Developments]
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44,E,[Capcom]
BloodRayne,PS2,2002,Shooter,Universal Interactive,0.2,0.16,0,0.05,0.42,75,18,8.5,26,M,[Terminal Reality]
Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70,30,7.5,46,M,[Konami]
LEGO Rock Band,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.24,0.12,0,0.06,0.42,75,36,7.6,18,E10+,[TT Fusion]
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42,77,65,8,51,M,[Criterion Games]
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.21,0.17,0,0.04,0.42,76,59,8.2,319,M,[Yager]
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75,72,6.8,208,E,"[Nintendo, Intelligent Systems]"
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,74,35,6.8,12,T,[Tri-Ace]
Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84,70,8.4,182,M,[PlatinumGames]
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,0.42,58,47,6.2,28,T,[Propaganda Games]
Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0,0.05,0.42,54,10,7,10,T,[Eurocom Entertainment Software]
Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,76,10,8.8,29,E,[Capcom]
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.02,0,0.03,0.42,66,58,7.9,53,T,[Ubisoft]
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,46,22,4.5,34,M,[Spike Chunsoft]
The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,77,47,8.9,40,M,[Surreal Software]
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46,20,4.4,173,E,"[Nintendo, Nd Cube]"
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,82,33,8.9,65,M,[KCEJ]
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.19,0.16,0,0.07,0.41,75,4,5.5,51,E10+,[Ubisoft]
NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,65,25,8.7,6,E,[989 Sports]
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0,0.03,0.41,81,72,8.2,146,M,[Monolith Productions]
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06,0.41,70,12,5.9,48,E10+,[Radical Entertainment]
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0,0.04,0.41,76,42,6,77,T,[EA Sports]
Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,0.41,74,39,6.6,28,M,"[Red Storm Entertainment, Ubisoft Montreal]"
TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41,70,58,7.9,63,M,[Saber Interactive]
