Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Developers
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06,0.41,69,17,8.7,12,E,[Maximum Games]
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80,43,7.8,62,T,[Konami]
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19,T,[Ubisoft]
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0,0.05,0.41,52,44,7.5,20,T,"[Z-Axis, Ltd.]"
Terraria,PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81,12,7.9,70,T,[Engine Software]
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0,0.04,0.41,80,12,6.9,27,E10+,[Traveller's Tales]
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.27,0,0.14,0.41,77,5,7.7,6,E,[Sports Interactive]
300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0,0.07,0.41,55,31,7.1,14,M,[Collision Studios]
Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.36,0.02,0,0.03,0.41,61,4,2.8,4,E10+,[THQ]
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.04,0.41,59,22,3.2,180,E10+,[EA Sports]
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.22,0.15,0,0.04,0.41,79,33,5.8,1188,M,[Massive Entertainment]
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.15,0,0.06,0.41,76,41,6.3,24,T,"[Harmonix Music Systems, Demiurge Studios]"
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62,19,4.1,28,E,[Codemasters Birmingham]
Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0,0.03,0.41,63,8,4.8,4,E,[Rainbow Studios]
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.2,0.18,0,0.03,0.41,81,31,6.9,228,M,[Treyarch]
BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0,0.02,0.41,96,44,8.5,3606,M,"[Irrational Games, 2K Marin]"
The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0,0.05,0.41,58,17,5.7,18,T,[Paradigm Entertainment]
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73,37,7.6,82,T,[EA Canada]
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.22,0,0.04,0.41,84,54,8.2,70,E,[2K Czech]
Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75,16,8.8,30,T,[From Software]
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,0.31,0.08,0,0.01,0.41,81,20,8.7,43,M,[Midway]
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69,47,8.5,55,E,"[Sega, Sonic Team]"
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.15,0.23,0,0.03,0.41,78,18,4.5,1136,M,[Sledgehammer Games]
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005,Platform,Midway Games,0.34,0.01,0,0.06,0.41,50,5,7.6,16,E,[Artificial Mind and Movement]
Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.2,0.16,0,0.05,0.41,59,7,7.1,7,E,[Ubisoft]
WWE All Stars,PS3,2011,Fighting,THQ,0.16,0.18,0,0.07,0.41,75,51,6.4,36,T,[THQ]
Green Day: Rock Band,X360,2010,Misc,MTV Games,0.24,0.13,0,0.04,0.41,75,54,6.6,32,T,"[Harmonix Music Systems, Demiurge Studios]"
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.19,0.18,0,0.04,0.41,56,6,6,4,E10+,[Full Fat]
Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,60,63,6.8,245,M,[Nihilistic]
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,77,54,7.3,79,T,[Digital Illusions]
Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,0.23,0.15,0,0.03,0.41,84,11,8.5,6,T,[EA Sports]
From Russia With Love,PS2,2005,Action,Electronic Arts,0.34,0.01,0,0.06,0.41,69,29,7.6,36,T,[EA Redwood Shores]
Fantastic Pets,X360,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41,66,11,7.5,4,E,[Blitz Games Studios]
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87,29,8,65,T,[Arc System Works]
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,54,48,5.7,1183,M,"[Gearbox Software, 3D Realms]"
Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.2,0.15,0,0.05,0.41,50,26,5,14,T,[Treyarch]
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74,51,8.1,50,E,[Bandai Namco Games]
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4,62,10,8.8,4,E,[989 Sports]
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.4,68,57,8.6,87,T,[Shaba Games]
Naughty Bear,X360,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,43,51,5.6,70,T,[Artificial Mind and Movement]
Tak and the Power of Juju,GC,2003,Platform,THQ,0.31,0.08,0,0.01,0.4,71,16,8.2,9,E,[Avalanche Software]
Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.27,0.09,0,0.04,0.4,43,7,7.1,7,E10+,[7 Studios]
Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4,51,23,4.7,30,M,[Ubisoft Shanghai]
NBA Jam,Wii,2010,Sports,Electronic Arts,0.36,0.02,0,0.02,0.4,79,43,8.5,20,E,[EA Canada]
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,77,10,8.6,46,E,[Neverland]
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,59,6.8,315,T,[Bandai Namco Games]
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93,4,9,255,M,[Konami]
Defender,PS2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4,73,24,7.8,6,T,[7 Studios]
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,0.4,59,38,5.7,20,T,[Midway]
Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4,68,16,8.5,10,E,[Electronic Arts]
Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70,T,[Triumph Studios]
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,67,6,7,8,T,[Traveller's Tales]
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85,23,8.6,672,M,[DONTNOD Entertainment]
Battalion Wars,GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18,T,[Kuju Entertainment]
The Wonderful 101,WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78,75,8.5,495,T,[PlatinumGames]
Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71,39,7.4,169,T,[CyberConnect2]
18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0,0.05,0.4,61,11,5.7,18,E,[Acclaim Studios Cheltenham]
Wall-E,PS3,2008,Platform,THQ,0.12,0.21,0,0.08,0.4,51,24,5,7,E,[Heavy Iron Studios]
Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,66,12,4.3,6,E,[Digital Eclipse]
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.03,0.4,87,6,4.6,441,E,[EA Canada]
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,81,32,9,21,E,[989 Sports]
Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,66,21,7.8,111,T,[Game Arts]
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.26,0.1,0,0.04,0.4,77,60,8.1,40,T,[Twisted Pixel Games]
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.36,0,0,0.03,0.4,73,31,7.3,29,T,[Vicarious Visions]
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,80,21,8.3,13,E,[Rainbow Studios]
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0,0.07,0.4,86,7,6.6,286,E,[Electronic Arts]
Rampage: Total Destruction,GC,2006,Action,Midway Games,0.31,0.08,0,0.01,0.4,57,24,6.7,6,E10+,"[Pipeworks Software, Inc.]"
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,73,19,8.4,16,T,[Maxis]
WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,0.36,0,0,0.03,0.4,81,30,8.5,37,T,[Yuke's]
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.05,0.4,77,46,7.9,1238,M,[2K Czech]
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02,0.4,76,15,7.5,6,E,[Electronic Arts]
Sega Superstars Tennis,PS3,2008,Sports,Sega,0.13,0.2,0,0.07,0.4,67,31,7.4,7,E10+,[Sumo Digital]
Spore Hero,Wii,2009,Simulation,Electronic Arts,0.35,0.02,0,0.03,0.4,61,23,7.1,36,E10+,[Maxis]
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4,73,39,8.3,22,T,[Argonaut Games]
Ghostbusters: The Video Game,DS,2009,Action,Atari,0.24,0.12,0,0.04,0.4,55,17,6,7,E,[Zen Studios]
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0,0.01,0.4,74,31,8.9,13,T,[Exakt]
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,0.4,57,18,7.2,9,E10+,[TOSE]
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,85,51,8.3,87,T,[Konami]
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05,0.4,71,7,8.5,8,E,[Jester Interactive]
Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,66,44,8.5,20,M,[Yuke's]
Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.22,0,0.05,0.39,77,33,8.3,39,T,[Crystal Dynamics]
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,0.06,0.3,0,0.04,0.39,57,8,3.1,9,E,"[Frogwares, Mistic Software]"
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,36,7,6.4,17,T,[7 Studios]
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,7.4,20,T,[Treyarch]
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66,4,6.7,10,T,[Juice Games]
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0,0.03,0.39,61,4,7.6,10,E10+,[TT Games]
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84,68,8.8,184,M,[Grasshopper Manufacture]
Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.15,0,0.04,0.39,71,59,6.3,23,T,[Yuke's]
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.14,0,0.25,0.01,0.39,69,9,7,8,E,[Prope]
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47,T,[From Software]
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,8.8,3559,M,[BioWare]
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,0.13,0.2,0,0.07,0.39,38,27,2.8,23,T,[EA Bright Light]
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.01,0.39,72,30,7.3,9,M,[Wow Entertainment]
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,70,53,7.3,146,T,"[Monolith Soft, Banpresto]"
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.39,71,33,5.7,14,E,[EA Canada]
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.09,0,0.03,0.39,75,30,7,24,E,[EA Canada]
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16,E,[EA Tiburon]
Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.01,0.39,69,30,6,9,T,[Namco]
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,77,32,8.2,87,T,[High Moon Studios]
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.12,0,0.04,0.39,63,68,7.2,201,M,[Obsidian Entertainment]
SSX 3,XB,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.39,92,27,8.7,25,E,[EA Canada]
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9,E10+,[Ubisoft]
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,79,9,7.6,5,E,[Exient Entertainment]
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66,53,7.6,70,T,[Square Enix]
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0,0.07,0.39,72,49,8,68,M,[SuperMassive Games]
Sonic Lost World,WiiU,2013,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63,64,7.3,461,E10+,[Sonic Team]
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0,0.06,0.39,79,7,5.2,45,E10+,[Vicarious Visions]
Iron Man 2,PS3,2010,Action,Sega,0.14,0.18,0,0.07,0.39,41,28,5.2,36,T,[Sega Studios San Francisco]
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.39,43,37,6.3,19,T,[Krome Studios]
Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,62,13,8.4,8,M,[Light Weight]
Blood Omen 2,PS2,2002,Action,Eidos Interactive,0.19,0.15,0,0.05,0.39,67,18,8.8,19,M,[Crystal Dynamics]
Monopoly Streets,PS3,2010,Misc,Electronic Arts,0.16,0.17,0,0.06,0.39,64,11,6.1,9,E,[Electronic Arts]
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,82,37,8.1,89,M,[Monolith Productions]
Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39,79,9,7.3,13,E,[Ubisoft Romania]
The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.11,0,0.03,0.39,80,71,7.5,219,M,[Digital Extremes]
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39,68,19,8,6,E10+,[Eurocom Entertainment Software]
The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39,58,11,7.5,6,E10+,[Maxis]
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82,53,8.7,102,M,[Io Interactive]
Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90,49,9,163,E,[Intelligent Systems]
Auto Modellista,PS2,2002,Racing,Capcom,0.19,0.15,0,0.05,0.39,66,20,7.5,13,E,[Capcom]
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0,0.01,0.39,84,40,7.2,35,T,[Red Storm Entertainment]
Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.07,0.39,72,8,5.8,32,E10+,[Ubisoft]
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61,30,7.7,35,T,[Omega Force]
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75,5,7.6,26,T,[Ganbarion]
EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.16,0,0.04,0.39,68,21,5.4,9,E,[EA Canada]
MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39,65,21,6,9,E,[Milestone S.r.l]
Red Faction: Armageddon,X360,2011,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71,74,7,77,M,[Volition Inc.]
Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,53,6,8.3,9,E,[Magic Pockets]
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86,T,[Obsidian Entertainment]
Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,82,42,8.7,83,M,[Atlus Co.]
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.04,0.38,33,12,6.2,30,E,[Giants Software]
ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.29,0.08,0,0.01,0.38,86,18,8.3,11,E,[Visual Concepts]
Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,38,10,3.9,7,E10+,[Red Tribe]
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.03,0.38,78,35,7.6,49,T,[Raven Software]
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03,0.38,78,27,8.2,97,T,[Atlus]
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05,0.38,51,18,4.6,5,E,[Red Zone Entertainment]
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.38,72,20,8.4,16,T,[Eighting]
Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.01,0.38,70,19,7,21,M,[Acclaim]
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03,0.38,77,13,7.9,28,E,[EA Sports]
Sega Superstars Tennis,PS2,2008,Sports,Sega,0.1,0,0,0.28,0.38,70,9,8.3,4,E10+,[Sumo Digital]
Headhunter,PS2,2002,Action,Sega,0.19,0.15,0,0.05,0.38,74,24,7.8,19,M,[Amuze]
Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.17,0,0.07,0.38,65,38,7.4,32,M,[Creative Assembly]
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0,0.07,0.38,78,51,6.3,87,T,[Harmonix Music Systems]
Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38,54,19,5.7,24,T,"[EA Canada, Nihilistic]"
Brunswick Pro Bowling,Wii,2007,Sports,505 Games,0.35,0.01,0,0.03,0.38,52,11,5.4,23,E,[Point of View]
Bratz: Rock Angelz,PS2,2005,Misc,THQ,0.19,0.15,0,0.05,0.38,60,7,5.1,7,E,[Blitz Games]
FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0,0.05,0.38,70,30,8.5,16,T,[Bugbear]
Battlefield 1,PC,2016,Shooter,Electronic Arts,0.11,0.24,0,0.03,0.38,88,54,7.6,1137,M,[EA DICE]
SSX 3,GC,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.38,92,27,8.7,45,E,[EA Canada]
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,M,[Kojima Productions]
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83,67,8.7,89,E,[SCE Japan Studio]
Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0,0.05,0.38,60,9,8.8,25,T,[Cyberlore Studios]
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0,0.06,0.38,84,59,7.6,511,M,[Eidos Montreal]
Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,68,16,6.5,15,T,[Game Arts]
The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38,50,4,6,5,T,[Edge of Reality]
Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38,49,10,7.4,31,T,[Artificial Mind and Movement]
Saints Row: The Third,PC,2011,Action,THQ,0.16,0.16,0,0.06,0.38,84,22,8.1,1263,M,[Volition Inc.]
Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.17,0.07,0.12,0.02,0.38,83,60,9,127,T,[Capcom]
Hunter: The Reckoning,XB,2002,Action,Interplay,0.28,0.08,0,0.01,0.38,79,28,8.9,20,M,[High Voltage Software]
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.05,0.38,53,13,8.2,5,E,[Rainbow Studios]
Dawn of Discovery,PC,2009,Simulation,Ubisoft,0,0.32,0,0.06,0.38,82,32,8.8,132,T,"[Blue Byte, Related Designs]"
Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.15,0.16,0,0.07,0.38,73,4,5.8,4,E,[Lightning Fish Games]
Pokemon Channel,GC,2003,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55,21,6,22,E,[Ambrella]
Virtua Tennis 2009,PS3,2009,Sports,Sega,0.09,0.22,0,0.06,0.38,70,34,6.3,21,E,[Sumo Digital]
The Dog Island,Wii,2007,Adventure,Ubisoft,0.34,0.01,0,0.03,0.38,70,4,8.1,12,E,[Yuke's]
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26,0.38,56,4,5.8,6,E,[Toys for Bob]
Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.21,0.13,0,0.04,0.38,70,7,6.3,7,E10+,[Firebrand Games]
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61,22,6.6,19,T,[CyberConnect2]
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0,0.33,0,0.05,0.38,81,52,7.7,519,T,[Ensemble Studios]
EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0,0.05,0.38,78,30,7,9,E10+,[SCEE]
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,Konami Digital Entertainment,0.28,0.08,0,0.01,0.38,75,16,8.6,8,E10+,[Konami]
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,E,[Konami]
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.14,0,0.06,0.38,77,6,7.1,25,E10+,[Ubisoft]
Wii Sports Club,WiiU,2014,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68,21,7,106,E10+,[Nintendo]
Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38,67,22,7.3,8,E,[EA Games]
Skylanders Giants,WiiU,2012,Action,Activision,0.22,0.12,0,0.03,0.37,80,8,6.9,22,E10+,[Vicarious Visions]
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82,20,6.6,173,E,[Codemasters]
Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,T,[Crafts & Meister]
Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.28,0.06,0,0.04,0.37,54,11,3.5,6,E,[Zoe Mode]
Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0,0.01,0.37,76,36,7.2,21,T,[Treyarch]
Major League Baseball 2K6,X360,2006,Sports,Spike,0.34,0,0,0.03,0.37,66,22,3.9,37,E,[Kush Games]
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,80,20,7.4,8,E,[Visual Concepts]
Just Dance 4,WiiU,2012,Misc,Ubisoft,0.21,0.13,0,0.03,0.37,66,14,7.8,37,E10+,[Ubisoft Paris]
"Monsters, Inc. Scream Arena",GC,2002,Platform,THQ,0.29,0.07,0,0.01,0.37,39,7,4.7,14,E,[Radical Entertainment]
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,556,E10+,[Criterion Games]
Rampage: Total Destruction,PS2,2006,Action,Midway Games,0.18,0.14,0,0.05,0.37,51,34,7,15,E10+,"[Pipeworks Software, Inc.]"
High Heat Major League Baseball 2003,PS2,2002,Sports,3DO,0.18,0.14,0,0.05,0.37,84,23,7.9,7,E,[3DO]
Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37,66,19,6.4,9,E,[EA Bright Light]
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49,M,[Blueside]
Spider-Man: Friend or Foe,PS2,2007,Action,Activision,0.31,0.01,0,0.05,0.37,62,15,8.3,19,E10+,[Next Level Games]
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,T,[EA Tiburon]
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision,0.13,0.2,0,0.04,0.37,70,30,6.3,7,E10+,[Activision]
Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,75,52,6.7,80,M,[Raven Software]
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,E,[EA Tiburon]
Skate,PS3,2007,Sports,Electronic Arts,0.29,0.04,0,0.03,0.37,85,31,8.2,57,T,[EA Black Box]
Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1618,M,[id Software]
